Index,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,2,0,1,0,2,0,0,2,2,0,4,0,2,2,0,0,0,1,1,1,1,2,0,0,0,3,1,0,0,5,0,1,0,1,4,5,0,0,0,0,3,4,1,0,0,0,0,0,2,2,0,1,2,1,1,3,1,7,2,0,0,1,3,4,6,0
2,3,0,0,2,0,1,3,1,0,2,0,1,0,1,2,3,0,1,0,1,0,2,3,3,4,0,0,1,4,0,1,0,0,4,0,0,4,0,3,3,1,2,0,2,1,0,5,1,3,2,0,1,2,0,1,1,0,0,2,2,2,0,0,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,0,0
3,0,0,2,2,5,1,0,1,2,0,0,1,3,0,1,0,0,2,2,1,1,3,0,0,3,0,0,0,1,2,0,0,2,0,3,1,0,0,0,3,2,0,2,0,0,0,0,1,1,0,2,0,1,6,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,5,0,4,8,0,3,1,0
4,1,0,0,1,0,0,5,1,0,1,1,4,5,1,2,3,0,0,0,0,0,2,1,3,15,1,0,0,0,2,0,1,4,0,4,0,1,2,1,3,0,0,4,4,4,2,2,0,1,3,1,0,4,1,1,1,0,0,4,3,2,0,0,0,4,1,0,0,1,3,1,1,5,1,7,10,0,0,1,1,0
5,0,8,2,1,7,2,4,0,1,2,0,0,1,0,0,6,1,0,2,2,1,1,1,0,1,6,2,0,3,0,0,2,2,1,2,4,4,0,1,0,5,5,0,0,2,3,0,4,0,0,0,3,0,4,0,2,4,2,7,0,2,0,3,0,2,3,1,5,0,1,0,0,0,0,0,3,0,4,0,4,4
6,1,4,2,0,1,5,1,5,3,0,0,5,3,0,0,0,0,0,0,1,2,2,1,6,0,0,0,6,1,0,0,1,6,1,0,5,0,1,1,2,0,0,2,5,1,3,3,3,0,1,2,0,3,0,0,0,0,0,0,0,3,2,1,0,0,0,1,11,0,1,3,0,1,0,1,9,3,1,0,1,0
7,0,0,0,7,0,2,0,0,1,3,0,0,0,3,5,3,6,3,0,0,0,3,4,2,5,0,0,1,0,0,4,4,1,1,4,1,0,0,1,7,2,1,10,0,9,0,0,0,1,3,3,0,0,2,0,2,2,0,0,1,0,7,6,0,1,0,2,0,0,3,0,3,0,5,3,0,3,1,0,1,2
8,7,2,0,2,1,0,3,0,2,0,0,2,0,3,4,0,0,1,5,0,0,0,0,2,3,2,2,1,0,2,0,0,0,3,0,1,0,2,4,0,2,0,1,4,4,1,3,6,1,1,0,0,0,3,1,2,2,0,2,0,4,0,3,2,0,0,0,0,0,1,7,0,1,0,6,0,1,0,1,1,1
9,11,0,6,0,0,0,1,4,3,5,0,2,0,0,8,2,1,0,0,1,0,0,6,0,0,11,2,4,0,0,1,1,2,3,2,0,4,0,1,1,1,2,0,0,1,0,3,0,0,1,4,0,0,4,1,0,0,0,1,2,1,0,1,6,3,0,2,5,4,3,3,0,1,0,0,4,5,4,3,0,2
10,0,3,1,4,1,0,0,0,1,8,2,0,2,0,0,0,0,0,2,0,0,0,3,1,0,0,0,5,0,5,0,0,3,0,2,6,2,5,0,1,0,0,0,0,3,0,0,1,0,2,0,4,4,1,3,5,0,3,3,3,1,0,0,5,0,0,1,2,4,0,0,0,1,4,0,0,1,0,1,0,0
