Index,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1,7,9,2,2,6,2,5,3,3,7,6,8,0,20,6,3,8,1,0,1,12,4,0,5,0,8,0,9,0,1,10,6,0,4,4,3,9,6,1,16,2,2,6,13,0,2,7,8,11,5,10,19,0,1,3,1,3,6,5,1,6,3,7,3,1,5,5,4,3,18,15,0,0,0,2,30,6,0,0,4,25
2,2,2,3,0,0,20,7,5,5,1,9,2,2,6,2,8,11,14,1,0,2,3,0,6,1,12,1,1,11,14,0,0,26,1,8,4,7,18,1,0,6,2,2,6,1,4,17,0,1,4,7,19,7,6,6,1,1,3,7,0,0,5,2,18,2,5,4,25,3,1,0,10,6,4,5,1,1,1,2,1,0
3,4,2,6,4,3,1,4,1,2,4,17,6,11,10,4,6,23,6,0,0,2,3,1,1,8,5,4,10,9,0,1,3,5,0,0,12,1,0,2,7,0,0,10,5,13,14,14,2,2,1,5,9,11,11,1,9,1,0,3,10,9,1,10,2,9,0,1,14,1,5,0,2,0,2,2,5,2,5,3,15,1
4,1,0,2,10,2,1,1,8,2,13,5,1,0,9,12,1,3,4,1,2,0,2,1,1,1,1,12,9,0,3,1,34,9,2,6,4,4,0,0,2,0,0,0,2,21,1,5,11,6,23,1,1,8,12,9,16,0,1,0,8,4,1,8,2,6,2,2,3,7,1,1,5,1,16,7,16,3,0,6,2,0
5,1,5,9,5,16,10,19,1,2,13,3,6,7,0,4,6,12,7,13,1,20,6,2,7,2,13,7,8,18,3,2,6,9,0,2,0,0,4,1,9,15,0,1,0,12,1,7,3,25,0,1,1,14,8,2,5,13,1,8,1,6,0,1,4,4,14,12,8,3,1,4,0,1,2,4,2,1,1,4,1,10
6,1,10,2,1,1,4,7,1,5,2,2,18,1,2,12,12,3,1,7,0,4,2,32,6,8,1,14,1,1,4,8,20,6,2,2,0,6,12,4,0,2,1,10,1,3,1,4,8,9,10,9,6,4,18,7,4,4,4,3,5,6,1,0,5,2,21,2,9,14,11,17,7,2,3,0,5,1,2,6,10,9
7,0,1,6,13,4,4,12,2,2,2,9,3,1,0,15,4,14,3,6,6,11,2,6,10,1,8,1,0,12,10,3,13,3,8,1,7,2,5,0,3,7,0,6,5,5,2,4,2,7,2,11,8,13,0,3,9,3,33,15,0,0,0,5,0,0,6,5,0,0,3,0,8,7,1,0,1,1,2,18,5,6
8,3,3,6,8,14,1,0,2,9,2,1,0,5,19,3,3,0,8,5,4,9,16,4,10,0,6,4,0,24,11,4,1,2,2,5,7,1,2,7,9,23,0,9,1,5,4,2,13,8,4,1,1,0,16,0,17,0,20,9,8,5,17,10,16,2,6,8,1,6,5,1,29,0,0,2,4,4,16,19,4,7
9,3,10,2,10,1,5,0,3,4,6,1,2,12,0,12,12,0,1,3,3,0,9,5,8,3,1,9,5,3,12,11,8,2,0,6,3,3,4,0,5,3,0,5,13,2,4,3,9,5,6,4,10,0,17,9,2,0,7,4,10,13,4,3,3,1,3,1,0,2,2,1,0,14,3,16,19,8,5,11,3,6
10,7,8,8,18,14,20,0,2,7,6,4,1,4,6,14,6,3,8,1,2,2,5,34,2,20,24,5,1,5,15,6,0,1,1,8,4,5,10,2,8,4,1,5,4,3,11,3,2,2,5,7,1,1,12,0,1,2,2,1,7,2,30,2,5,6,0,5,6,6,1,6,13,3,3,3,9,1,0,0,0,9
11,7,15,17,6,20,5,2,7,0,17,11,2,1,1,26,6,1,0,4,0,4,3,0,12,14,7,8,3,11,1,9,21,0,2,3,0,1,3,8,7,1,7,27,0,1,16,7,4,5,7,6,8,14,25,1,4,6,20,31,0,0,0,2,3,10,8,13,21,4,9,1,19,0,9,0,4,1,3,3,2,19
12,17,4,1,4,4,1,10,17,5,6,1,7,2,19,0,0,0,18,3,6,5,3,3,0,7,0,4,3,1,5,17,3,10,3,0,8,8,14,6,9,7,17,9,2,4,9,10,5,6,2,10,2,7,17,5,5,0,7,1,1,2,7,6,5,3,7,0,1,0,0,2,3,6,4,2,3,5,8,22,4,0
13,17,9,5,0,7,12,28,2,4,4,3,2,10,0,8,2,11,1,0,2,15,15,5,7,7,2,2,10,4,6,3,6,6,1,17,1,10,1,1,5,25,3,9,5,9,1,1,0,0,2,14,0,2,9,6,3,2,6,18,1,4,15,7,6,4,7,2,10,2,18,2,1,0,0,6,16,7,4,3,3,3
14,3,3,0,10,0,5,8,17,13,14,1,5,6,5,3,2,0,5,3,2,2,1,3,4,16,4,4,2,15,11,5,7,1,0,1,13,7,11,12,0,8,0,2,0,2,11,2,10,3,0,16,6,3,0,2,13,13,4,0,2,5,11,12,1,3,7,5,2,21,5,22,7,3,4,5,5,0,4,6,1,18
15,4,4,0,3,1,18,15,3,1,0,1,19,2,6,14,1,0,1,3,5,30,0,5,4,4,1,3,0,10,2,12,0,0,5,9,6,9,0,10,4,0,2,1,0,13,1,2,5,6,7,1,8,6,2,8,1,1,4,1,1,9,0,1,0,6,4,6,1,3,0,1,4,2,4,2,7,5,4,0,3,0
16,0,7,4,2,2,3,13,4,14,4,11,1,6,7,2,3,20,11,2,15,6,3,11,24,0,7,7,4,2,6,2,14,0,1,2,7,18,7,9,6,4,2,17,0,1,2,13,0,1,5,7,15,15,3,20,14,2,2,11,5,9,1,7,8,20,0,6,3,3,0,0,2,0,3,0,7,1,8,1,1,8
17,6,5,2,5,0,4,4,1,12,8,4,2,1,2,4,6,14,7,0,1,1,1,8,8,2,8,5,4,5,6,0,4,2,12,4,12,6,1,28,0,21,3,6,0,1,5,4,2,6,1,0,5,3,2,0,15,0,0,2,6,1,8,9,2,1,9,20,1,11,2,7,3,3,1,0,3,12,0,5,14,9
18,1,5,4,2,0,5,0,16,1,18,6,0,0,20,0,9,13,18,1,1,2,6,2,19,7,0,3,3,6,3,6,0,0,2,0,3,4,5,0,11,5,0,3,0,7,8,13,4,16,8,2,3,2,2,18,0,0,13,14,6,32,0,17,0,13,2,0,2,1,5,3,0,4,3,7,3,11,4,4,2,3
19,16,10,1,4,8,12,3,6,2,2,0,4,13,0,4,11,0,2,1,4,1,1,0,0,0,9,12,1,3,4,10,0,1,6,1,0,1,0,16,12,10,15,9,2,7,4,7,13,4,0,0,3,0,2,0,0,11,2,3,12,3,12,1,5,2,0,7,3,9,1,2,9,3,1,2,12,10,1,1,11,5
20,5,20,1,2,5,8,4,3,6,0,1,4,6,14,3,6,0,4,4,13,7,25,0,8,2,15,1,0,4,3,4,6,1,5,0,5,1,20,9,5,2,14,2,0,4,0,2,0,12,9,1,4,1,8,2,3,6,0,5,0,1,0,9,5,29,4,11,3,16,1,5,5,0,0,7,15,0,3,0,2,10
21,5,8,7,19,9,2,6,3,4,1,0,7,13,0,3,10,3,16,6,4,4,6,1,9,1,3,0,0,4,0,0,4,5,9,6,6,20,0,2,12,0,3,14,7,3,10,10,0,12,1,6,1,0,11,7,4,0,8,8,2,5,21,17,13,12,3,0,1,1,1,6,7,17,4,10,6,16,7,25,4,4
22,4,19,0,4,8,8,3,4,17,5,19,4,2,7,7,10,7,8,5,1,1,0,2,2,8,9,2,32,1,15,9,6,0,14,9,0,6,1,15,0,0,1,2,8,3,21,8,7,1,10,16,10,0,3,2,15,30,8,9,2,7,0,3,0,9,1,8,2,4,4,6,8,24,11,2,2,1,25,3,1,0
23,7,0,1,4,7,4,8,1,8,1,1,2,2,1,7,12,3,1,1,2,2,7,15,2,2,1,6,3,0,4,2,5,7,17,20,5,0,2,1,5,1,11,1,5,3,2,9,1,10,2,14,12,0,5,1,0,3,12,0,0,1,7,6,8,3,4,4,14,2,1,14,3,1,4,2,5,3,0,1,5,7
24,2,5,1,2,2,2,5,12,3,3,5,10,5,1,10,5,4,8,6,2,0,0,6,1,2,1,5,6,10,5,0,6,4,0,1,0,3,15,3,9,0,3,5,22,33,3,2,0,0,1,4,0,7,3,4,18,1,2,0,0,0,7,0,2,23,0,1,0,1,0,5,3,5,3,7,17,9,21,15,9,8
25,5,5,3,8,2,0,3,0,3,5,1,9,2,0,3,8,15,12,1,7,5,12,1,4,9,1,1,9,4,6,5,9,6,4,6,8,4,0,8,6,5,14,7,7,1,1,10,11,1,5,6,4,4,1,10,11,1,2,0,3,9,1,3,0,6,4,1,2,5,3,31,3,14,7,8,1,1,9,1,2,2
26,5,7,9,2,1,14,14,5,9,0,23,4,2,0,16,2,1,12,4,4,0,1,6,6,0,7,0,1,4,1,1,16,4,10,1,32,7,13,0,12,0,7,1,10,2,2,19,8,11,5,1,2,3,6,6,3,4,2,5,10,3,5,0,6,0,2,4,1,1,0,13,0,9,0,17,5,9,2,9,0,4
27,1,2,28,0,3,7,2,0,3,7,6,4,1,1,0,3,3,19,0,8,19,2,4,8,3,3,0,4,1,7,16,3,12,4,21,15,2,2,0,0,4,1,20,1,11,0,15,1,1,5,4,3,1,5,3,2,0,1,9,18,7,7,2,8,5,5,6,6,2,2,12,14,7,5,2,5,1,1,8,8,6
28,9,13,2,1,0,6,1,3,0,6,0,2,11,5,1,13,3,16,8,1,0,2,10,2,13,4,1,12,5,0,0,8,5,0,4,0,1,12,9,1,6,3,3,5,2,4,2,3,10,9,4,3,9,1,4,3,1,0,2,13,0,1,10,16,3,9,3,2,0,5,3,2,0,1,7,5,0,3,9,1,10
29,3,8,5,8,10,8,1,1,1,3,8,1,21,1,3,5,4,0,11,0,3,1,2,2,2,4,9,1,4,16,0,0,0,7,3,5,1,10,7,0,12,11,3,18,3,6,5,1,3,5,4,2,0,2,5,13,6,0,0,3,7,1,8,6,3,0,0,5,9,2,2,13,0,2,0,6,1,2,15,5,10
30,13,10,2,13,1,5,6,3,5,2,8,2,2,14,4,8,2,6,12,4,4,1,0,14,2,1,3,0,1,11,7,2,16,10,13,6,1,5,6,0,11,2,4,0,1,0,6,9,9,13,20,7,0,5,10,5,7,8,8,7,8,8,0,5,13,0,1,2,10,0,11,2,4,5,1,22,3,1,9,0,7
31,4,5,6,14,2,4,18,15,5,4,0,8,2,6,8,4,6,6,2,3,5,2,3,13,5,4,2,6,4,4,1,1,15,3,0,12,1,0,2,9,1,0,15,0,8,0,0,2,5,16,8,2,3,4,3,3,15,17,1,9,0,12,1,7,6,1,1,15,2,5,3,0,3,4,16,5,16,11,0,10,1
32,5,0,4,3,4,15,3,8,1,2,6,0,28,2,12,4,2,0,0,24,5,17,5,1,2,4,0,0,0,2,3,10,2,3,1,1,8,10,1,9,20,1,2,2,0,26,0,7,0,1,2,0,13,13,1,8,4,3,25,18,5,3,21,0,4,10,3,3,0,9,6,5,0,2,3,3,2,20,11,4,7
33,24,8,19,3,4,5,0,13,3,2,3,7,2,2,1,0,1,8,1,6,4,3,8,4,6,25,0,1,7,0,0,2,2,6,6,1,1,15,13,8,4,0,0,3,0,2,0,3,2,10,4,3,33,14,5,3,15,3,2,9,1,0,3,5,3,4,1,4,1,8,0,1,10,2,2,3,1,2,16,0,1
34,1,0,0,6,8,4,2,1,3,6,1,16,15,11,4,5,1,5,0,0,2,1,2,0,2,2,3,6,15,1,1,8,0,0,0,9,0,6,1,1,6,5,3,6,2,7,2,1,3,16,7,5,1,2,3,11,0,5,5,0,0,0,3,1,7,21,0,9,0,10,3,4,10,11,9,2,3,2,6,3,0
35,5,10,2,1,0,5,1,9,1,15,2,8,1,3,16,3,5,6,3,3,4,10,15,3,10,8,0,2,4,9,17,1,5,1,1,0,0,13,0,23,1,14,2,1,3,2,5,1,14,0,3,0,1,1,0,10,10,6,5,7,6,6,2,1,3,3,8,11,4,5,2,7,18,7,1,0,0,16,5,1,1
36,0,4,5,4,6,0,11,13,0,1,4,4,9,3,0,3,4,1,1,2,7,0,1,4,2,1,40,4,1,13,12,4,8,3,1,3,3,5,1,2,6,3,3,0,7,4,0,6,0,7,0,3,1,1,3,9,1,0,15,2,3,17,3,1,6,5,14,10,7,1,2,0,24,3,3,4,7,3,5,1,1
37,17,0,6,0,11,0,1,6,0,1,1,7,2,1,7,3,1,1,0,1,5,26,2,14,4,0,10,2,21,2,8,2,4,8,2,0,1,7,1,11,3,10,3,2,2,0,2,3,40,0,4,0,11,0,15,11,1,9,3,4,3,2,0,17,10,6,3,3,2,2,6,0,10,19,1,1,8,6,2,6,2
38,4,7,2,1,5,32,10,21,2,3,15,31,0,1,14,21,7,3,6,12,5,2,7,1,2,1,7,4,1,14,19,3,10,8,10,4,3,0,8,5,1,3,3,1,2,0,0,4,1,19,17,18,4,18,4,8,2,1,21,12,6,15,3,4,2,1,20,3,9,13,0,2,5,4,0,0,3,1,6,14,1
39,10,0,1,9,1,7,9,34,1,0,6,7,0,2,2,6,0,0,2,1,7,11,15,3,5,2,2,4,0,3,4,10,7,1,12,3,5,4,4,0,0,7,19,1,0,6,2,3,2,1,7,0,7,1,10,2,14,6,3,20,4,4,11,0,7,0,11,0,5,1,2,1,8,13,2,4,10,0,6,1,3
40,0,6,1,5,2,11,6,11,7,0,2,7,10,7,0,14,6,5,2,2,1,6,0,1,3,2,8,7,2,14,9,7,0,4,2,0,22,6,1,17,1,0,6,21,9,4,12,7,9,0,31,0,3,4,6,2,2,4,2,0,9,3,15,6,2,3,5,4,0,24,3,1,3,1,6,0,0,5,3,6,1
41,1,3,4,1,3,14,5,4,0,1,0,2,5,2,7,1,6,15,7,1,1,3,8,2,2,8,2,3,1,17,10,1,0,2,0,3,0,4,3,7,3,6,8,1,8,11,0,1,2,4,6,14,18,0,0,10,26,9,3,18,3,6,4,2,3,2,3,0,1,1,13,5,11,3,1,2,3,4,14,5,0
42,0,3,3,1,2,11,4,11,8,1,5,0,5,0,0,2,10,5,4,0,2,3,16,9,1,2,3,2,2,3,0,5,6,13,0,0,4,25,4,4,12,3,6,5,3,0,14,0,14,0,4,0,1,5,10,9,0,1,0,0,1,2,0,28,8,24,5,22,21,2,10,3,5,2,2,2,0,11,13,11,20
43,9,4,3,1,2,31,1,6,5,5,6,12,5,0,4,1,9,5,1,8,3,3,5,5,0,0,1,3,4,0,0,4,0,8,0,2,4,4,2,8,13,1,0,1,24,14,4,3,3,0,5,18,3,2,5,6,7,17,8,8,3,14,8,4,7,0,6,22,8,2,3,0,0,3,0,4,16,1,17,9,2
44,4,5,0,8,4,3,5,12,0,2,0,13,7,6,39,1,9,21,11,0,5,4,5,3,6,1,1,0,15,0,0,1,9,3,1,0,1,7,0,13,2,2,0,17,26,14,3,7,4,7,3,2,7,11,5,4,8,6,3,5,5,1,9,1,31,3,2,6,0,0,5,3,1,1,7,6,7,9,4,3,11
45,8,0,7,8,7,2,13,0,7,2,0,2,1,5,20,11,0,7,5,4,1,4,2,0,1,2,9,4,4,6,24,2,3,8,10,16,1,5,1,0,10,6,3,10,0,8,6,4,5,3,23,10,22,0,6,25,5,10,1,12,9,0,8,5,4,0,1,8,0,1,0,0,0,5,9,2,5,10,0,2,0
46,2,0,0,6,5,1,4,0,2,0,3,8,6,4,5,2,8,6,0,5,3,1,3,0,16,8,3,10,27,0,10,2,2,11,0,11,5,7,6,2,2,4,1,2,1,0,1,8,4,6,2,1,11,6,3,0,3,6,0,1,3,3,1,1,1,0,23,4,10,0,1,2,22,3,8,8,7,4,11,2,4
47,9,20,9,5,7,16,0,2,0,2,4,3,2,12,4,6,3,5,1,2,17,17,1,12,2,11,0,0,6,5,0,0,3,0,14,3,29,4,25,11,3,4,1,6,16,1,6,3,6,14,2,2,8,1,33,1,8,13,1,1,0,1,0,2,0,10,0,0,2,0,3,4,15,4,0,12,5,1,7,3,5
48,10,6,0,4,6,4,3,3,1,3,12,0,6,2,10,5,6,0,5,1,6,1,14,1,8,4,0,0,1,6,0,17,0,2,1,4,4,15,5,3,0,11,1,2,15,12,3,16,4,1,4,1,24,3,1,1,4,9,5,7,5,1,7,2,0,1,7,21,3,0,2,12,3,8,3,3,12,2,0,1,1
49,11,2,5,9,11,5,8,7,0,1,6,1,5,7,9,3,0,1,0,1,3,1,19,2,5,6,4,4,10,4,2,10,9,0,1,7,15,5,6,6,2,4,5,9,0,0,1,1,2,3,0,6,1,3,7,8,5,11,4,16,1,8,11,12,18,5,0,0,1,3,4,0,8,4,1,8,4,9,5,12,1
